Name,Display Name,Description,Type,Required,Choices,Units,Default Value
window_exterior_shading_winter,Windows: Winter Exterior Shading Coefficient,"Exterior shading coefficient for the winter season, which if provided overrides the shading type input. 1.0 indicates no reduction in solar gain, 0.85 indicates 15% reduction, etc. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-exterior-shading'>HPXML Exterior Shading</a>) is used.",Double,false,,Frac,
window_exterior_shading_summer,Windows: Summer Exterior Shading Coefficient,"Exterior shading coefficient for the summer season, which if provided overrides the shading type input. 1.0 indicates no reduction in solar gain, 0.85 indicates 15% reduction, etc. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-exterior-shading'>HPXML Exterior Shading</a>) is used.",Double,false,,Frac,
window_shading_summer_season,Windows: Shading Summer Season,"Enter a date range like 'May 1 - Sep 30'. Defines the summer season for purposes of shading coefficients; the rest of the year is assumed to be winter. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-windows'>HPXML Windows</a>) is used.",String,false,,,
window_insect_screens,Windows: Insect Screens,"The type of insect screens, if present. If not provided, assumes there are no insect screens.",Choice,false,"['none', 'exterior', 'interior']",,
window_storm_type,Windows: Storm Type,"The type of storm, if present. If not provided, assumes there is no storm.",Choice,false,"['clear', 'low-e']",,
overhangs_front_depth,Overhangs: Front Depth,The depth of overhangs for windows for the front facade.,Double,true,,ft,0
overhangs_front_distance_to_top_of_window,Overhangs: Front Distance to Top of Window,The overhangs distance to the top of window for the front facade.,Double,true,,ft,0
overhangs_front_distance_to_bottom_of_window,Overhangs: Front Distance to Bottom of Window,The overhangs distance to the bottom of window for the front facade.,Double,true,,ft,4
overhangs_back_depth,Overhangs: Back Depth,The depth of overhangs for windows for the back facade.,Double,true,,ft,0
overhangs_back_distance_to_top_of_window,Overhangs: Back Distance to Top of Window,The overhangs distance to the top of window for the back facade.,Double,true,,ft,0
overhangs_back_distance_to_bottom_of_window,Overhangs: Back Distance to Bottom of Window,The overhangs distance to the bottom of window for the back facade.,Double,true,,ft,4
overhangs_left_depth,Overhangs: Left Depth,The depth of overhangs for windows for the left facade.,Double,true,,ft,0
overhangs_left_distance_to_top_of_window,Overhangs: Left Distance to Top of Window,The overhangs distance to the top of window for the left facade.,Double,true,,ft,0
overhangs_left_distance_to_bottom_of_window,Overhangs: Left Distance to Bottom of Window,The overhangs distance to the bottom of window for the left facade.,Double,true,,ft,4
overhangs_right_depth,Overhangs: Right Depth,The depth of overhangs for windows for the right facade.,Double,true,,ft,0
overhangs_right_distance_to_top_of_window,Overhangs: Right Distance to Top of Window,The overhangs distance to the top of window for the right facade.,Double,true,,ft,0
overhangs_right_distance_to_bottom_of_window,Overhangs: Right Distance to Bottom of Window,The overhangs distance to the bottom of window for the right facade.,Double,true,,ft,4
skylight_area_front,Skylights: Front Roof Area,The amount of skylight area on the unit's front conditioned roof facade.,Double,true,,ft^2,0
skylight_area_back,Skylights: Back Roof Area,The amount of skylight area on the unit's back conditioned roof facade.,Double,true,,ft^2,0
skylight_area_left,Skylights: Left Roof Area,The amount of skylight area on the unit's left conditioned roof facade (when viewed from the front).,Double,true,,ft^2,0
skylight_area_right,Skylights: Right Roof Area,The amount of skylight area on the unit's right conditioned roof facade (when viewed from the front).,Double,true,,ft^2,0
skylight_ufactor,Skylights: U-Factor,Full-assembly NFRC U-factor.,Double,true,,Btu/hr-ft^2-R,0.33
skylight_shgc,Skylights: SHGC,Full-assembly NFRC solar heat gain coefficient.,Double,true,,,0.45
skylight_storm_type,Skylights: Storm Type,"The type of storm, if present. If not provided, assumes there is no storm.",Choice,false,"['clear', 'low-e']",,
door_area,Doors: Area,The area of the opaque door(s).,Double,true,,ft^2,20
door_rvalue,Doors: R-value,R-value of the opaque door(s).,Double,true,,h-ft^2-R/Btu,4.4
air_leakage_leakiness_description,Air Leakage: Leakiness Description,"Qualitative description of infiltration. If provided, the Year Built of the home is required. Either provide this input or provide a numeric air leakage value below.",Choice,false,"['very tight', 'tight', 'average', 'leaky', 'very leaky']",,average
air_leakage_units,Air Leakage: Units,The unit of measure for the air leakage if providing a numeric air leakage value.,Choice,false,"['ACH', 'CFM', 'ACHnatural', 'CFMnatural', 'EffectiveLeakageArea']",,
air_leakage_house_pressure,Air Leakage: House Pressure,The house pressure relative to outside if providing a numeric air leakage value. Required when units are ACH or CFM.,Double,false,,Pa,
air_leakage_value,Air Leakage: Value,"Numeric air leakage value. For 'EffectiveLeakageArea', provide value in sq. in. If provided, overrides Leakiness Description input.",Double,false,,,
air_leakage_type,Air Leakage: Type,"Type of air leakage if providing a numeric air leakage value. If 'unit total', represents the total infiltration to the unit as measured by a compartmentalization test, in which case the air leakage value will be adjusted by the ratio of exterior envelope surface area to total envelope surface area. Otherwise, if 'unit exterior only', represents the infiltration to the unit from outside only as measured by a guarded test. Required when unit type is single-family attached or apartment unit.",Choice,false,"['unit total', 'unit exterior only']",,
air_leakage_has_flue_or_chimney_in_conditioned_space,Air Leakage: Has Flue or Chimney in Conditioned Space,"Presence of flue or chimney with combustion air from conditioned space; used for infiltration model. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#flue-or-chimney'>Flue or Chimney</a>) is used.",Boolean,false,"['true', 'false']",,
heating_system_type,Heating System: Type,The type of heating system. Use 'none' if there is no heating system or if there is a heat pump serving a heating load.,Choice,true,"['none', 'Furnace', 'WallFurnace', 'FloorFurnace', 'Boiler', 'ElectricResistance', 'Stove', 'SpaceHeater', 'Fireplace', 'Shared Boiler w/ Baseboard', 'Shared Boiler w/ Ductless Fan Coil']",,Furnace
heating_system_fuel,Heating System: Fuel Type,The fuel type of the heating system. Ignored for ElectricResistance.,Choice,true,"['electricity', 'natural gas', 'fuel oil', 'propane', 'wood', 'wood pellets', 'coal']",,natural gas
heating_system_heating_efficiency,Heating System: Rated AFUE or Percent,The rated heating efficiency value of the heating system.,Double,true,,Frac,0.78
heating_system_heating_capacity,Heating System: Heating Capacity,"The output heating capacity of the heating system. If not provided, the OS-HPXML autosized default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-heating-systems'>HPXML Heating Systems</a>) is used.",Double,false,,Btu/hr,
heating_system_heating_autosizing_factor,Heating System: Heating Autosizing Factor,"The capacity scaling factor applied to the auto-sizing methodology. If not provided, 1.0 is used.",Double,false,,,
heating_system_heating_autosizing_limit,Heating System: Heating Autosizing Limit,"The maximum capacity limit applied to the auto-sizing methodology. If not provided, no limit is used.",Double,false,,Btu/hr,
heating_system_fraction_heat_load_served,Heating System: Fraction Heat Load Served,The heating load served by the heating system.,Double,true,,Frac,1
heating_system_pilot_light,Heating System: Pilot Light,"The fuel usage of the pilot light. Applies only to Furnace, WallFurnace, FloorFurnace, Stove, Boiler, and Fireplace with non-electric fuel type. If not provided, assumes no pilot light.",Double,false,,Btuh,
heating_system_airflow_defect_ratio,Heating System: Airflow Defect Ratio,"The airflow defect ratio, defined as (InstalledAirflow - DesignAirflow) / DesignAirflow, of the heating system per ANSI/RESNET/ACCA Standard 310. A value of zero means no airflow defect. Applies only to Furnace. If not provided, assumes no defect.",Double,false,,Frac,
cooling_system_type,Cooling System: Type,The type of cooling system. Use 'none' if there is no cooling system or if there is a heat pump serving a cooling load.,Choice,true,"['none', 'central air conditioner', 'room air conditioner', 'evaporative cooler', 'mini-split', 'packaged terminal air conditioner']",,central air conditioner
cooling_system_cooling_efficiency_type,Cooling System: Efficiency Type,The efficiency type of the cooling system. System types central air conditioner and mini-split use SEER or SEER2. System types room air conditioner and packaged terminal air conditioner use EER or CEER. Ignored for system type evaporative cooler.,Choice,true,"['SEER', 'SEER2', 'EER', 'CEER']",,SEER
cooling_system_cooling_efficiency,Cooling System: Efficiency,The rated efficiency value of the cooling system. Ignored for evaporative cooler.,Double,true,,,13
cooling_system_cooling_compressor_type,Cooling System: Cooling Compressor Type,The compressor type of the cooling system. Only applies to central air conditioner and mini-split.,Choice,false,"['single stage', 'two stage', 'variable speed']",,
cooling_system_cooling_sensible_heat_fraction,Cooling System: Cooling Sensible Heat Fraction,"The sensible heat fraction of the cooling system. Ignored for evaporative cooler. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#central-air-conditioner'>Central Air Conditioner</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#room-air-conditioner'>Room Air Conditioner</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#packaged-terminal-air-conditioner'>Packaged Terminal Air Conditioner</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#mini-split-air-conditioner'>Mini-Split Air Conditioner</a>) is used.",Double,false,,Frac,
cooling_system_cooling_capacity,Cooling System: Cooling Capacity,"The output cooling capacity of the cooling system. If not provided, the OS-HPXML autosized default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#central-air-conditioner'>Central Air Conditioner</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#room-air-conditioner'>Room Air Conditioner</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#packaged-terminal-air-conditioner'>Packaged Terminal Air Conditioner</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#evaporative-cooler'>Evaporative Cooler</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#mini-split-air-conditioner'>Mini-Split Air Conditioner</a>) is used.",Double,false,,Btu/hr,
cooling_system_cooling_autosizing_factor,Cooling System: Cooling Autosizing Factor,"The capacity scaling factor applied to the auto-sizing methodology. If not provided, 1.0 is used.",Double,false,,,
cooling_system_cooling_autosizing_limit,Cooling System: Cooling Autosizing Limit,"The maximum capacity limit applied to the auto-sizing methodology. If not provided, no limit is used.",Double,false,,Btu/hr,
cooling_system_fraction_cool_load_served,Cooling System: Fraction Cool Load Served,The cooling load served by the cooling system.,Double,true,,Frac,1
cooling_system_is_ducted,Cooling System: Is Ducted,"Whether the cooling system is ducted or not. Only used for mini-split and evaporative cooler. It's assumed that central air conditioner is ducted, and room air conditioner and packaged terminal air conditioner are not ducted.",Boolean,false,"['true', 'false']",,false
cooling_system_airflow_defect_ratio,Cooling System: Airflow Defect Ratio,"The airflow defect ratio, defined as (InstalledAirflow - DesignAirflow) / DesignAirflow, of the cooling system per ANSI/RESNET/ACCA Standard 310. A value of zero means no airflow defect. Applies only to central air conditioner and ducted mini-split. If not provided, assumes no defect.",Double,false,,Frac,
cooling_system_charge_defect_ratio,Cooling System: Charge Defect Ratio,"The refrigerant charge defect ratio, defined as (InstalledCharge - DesignCharge) / DesignCharge, of the cooling system per ANSI/RESNET/ACCA Standard 310. A value of zero means no refrigerant charge defect. Applies only to central air conditioner and mini-split. If not provided, assumes no defect.",Double,false,,Frac,
cooling_system_crankcase_heater_watts,Cooling System: Crankcase Heater Power Watts,"Cooling system crankcase heater power consumption in Watts. Applies only to central air conditioner, room air conditioner, packaged terminal air conditioner and mini-split. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#central-air-conditioner'>Central Air Conditioner</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#room-air-conditioner'>Room Air Conditioner</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#packaged-terminal-air-conditioner'>Packaged Terminal Air Conditioner</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#mini-split-air-conditioner'>Mini-Split Air Conditioner</a>) is used.",Double,false,,W,
cooling_system_integrated_heating_system_fuel,Cooling System: Integrated Heating System Fuel Type,The fuel type of the heating system integrated into cooling system. Only used for packaged terminal air conditioner and room air conditioner.,Choice,false,"['electricity', 'natural gas', 'fuel oil', 'propane', 'wood', 'wood pellets', 'coal']",,
cooling_system_integrated_heating_system_efficiency_percent,Cooling System: Integrated Heating System Efficiency,The rated heating efficiency value of the heating system integrated into cooling system. Only used for packaged terminal air conditioner and room air conditioner.,Double,false,,Frac,
cooling_system_integrated_heating_system_capacity,Cooling System: Integrated Heating System Heating Capacity,"The output heating capacity of the heating system integrated into cooling system. If not provided, the OS-HPXML autosized default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#room-air-conditioner'>Room Air Conditioner</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#packaged-terminal-air-conditioner'>Packaged Terminal Air Conditioner</a>) is used. Only used for room air conditioner and packaged terminal air conditioner.",Double,false,,Btu/hr,
cooling_system_integrated_heating_system_fraction_heat_load_served,Cooling System: Integrated Heating System Fraction Heat Load Served,The heating load served by the heating system integrated into cooling system. Only used for packaged terminal air conditioner and room air conditioner.,Double,false,,Frac,
heat_pump_type,Heat Pump: Type,The type of heat pump. Use 'none' if there is no heat pump.,Choice,true,"['none', 'air-to-air', 'mini-split', 'ground-to-air', 'packaged terminal heat pump', 'room air conditioner with reverse cycle']",,none
heat_pump_heating_efficiency_type,Heat Pump: Heating Efficiency Type,"The heating efficiency type of heat pump. System types air-to-air and mini-split use HSPF or HSPF2. System types ground-to-air, packaged terminal heat pump and room air conditioner with reverse cycle use COP.",Choice,true,"['HSPF', 'HSPF2', 'COP']",,HSPF
heat_pump_heating_efficiency,Heat Pump: Heating Efficiency,The rated heating efficiency value of the heat pump.,Double,true,,,7.7
heat_pump_cooling_efficiency_type,Heat Pump: Cooling Efficiency Type,"The cooling efficiency type of heat pump. System types air-to-air and mini-split use SEER or SEER2. System types ground-to-air, packaged terminal heat pump and room air conditioner with reverse cycle use EER.",Choice,true,"['SEER', 'SEER2', 'EER', 'CEER']",,SEER
heat_pump_cooling_efficiency,Heat Pump: Cooling Efficiency,The rated cooling efficiency value of the heat pump.,Double,true,,,13
heat_pump_cooling_compressor_type,Heat Pump: Cooling Compressor Type,"The compressor type of the heat pump. Only applies to air-to-air, mini-split and ground-to-air.",Choice,false,"['single stage', 'two stage', 'variable speed']",,
heat_pump_cooling_sensible_heat_fraction,Heat Pump: Cooling Sensible Heat Fraction,"The sensible heat fraction of the heat pump. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#air-to-air-heat-pump'>Air-to-Air Heat Pump</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#mini-split-heat-pump'>Mini-Split Heat Pump</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#packaged-terminal-heat-pump'>Packaged Terminal Heat Pump</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#room-air-conditioner-w-reverse-cycle'>Room Air Conditioner w/ Reverse Cycle</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#ground-to-air-heat-pump'>Ground-to-Air Heat Pump</a>) is used.",Double,false,,Frac,
heat_pump_heating_capacity,Heat Pump: Heating Capacity,"The output heating capacity of the heat pump. If not provided, the OS-HPXML autosized default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#air-to-air-heat-pump'>Air-to-Air Heat Pump</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#mini-split-heat-pump'>Mini-Split Heat Pump</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#packaged-terminal-heat-pump'>Packaged Terminal Heat Pump</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#room-air-conditioner-w-reverse-cycle'>Room Air Conditioner w/ Reverse Cycle</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#ground-to-air-heat-pump'>Ground-to-Air Heat Pump</a>) is used.",Double,false,,Btu/hr,
heat_pump_heating_autosizing_factor,Heat Pump: Heating Autosizing Factor,"The capacity scaling factor applied to the auto-sizing methodology. If not provided, 1.0 is used.",Double,false,,,
heat_pump_heating_autosizing_limit,Heat Pump: Heating Autosizing Limit,"The maximum capacity limit applied to the auto-sizing methodology. If not provided, no limit is used.",Double,false,,Btu/hr,
heat_pump_heating_capacity_retention_fraction,Heat Pump: Heating Capacity Retention Fraction,"The output heating capacity of the heat pump at a user-specified temperature (e.g., 17F or 5F) divided by the above nominal heating capacity. Applies to all heat pump types except ground-to-air. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#air-to-air-heat-pump'>Air-to-Air Heat Pump</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#mini-split-heat-pump'>Mini-Split Heat Pump</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#packaged-terminal-heat-pump'>Packaged Terminal Heat Pump</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#room-air-conditioner-w-reverse-cycle'>Room Air Conditioner w/ Reverse Cycle</a>) is used.",Double,false,,Frac,
heat_pump_heating_capacity_retention_temp,Heat Pump: Heating Capacity Retention Temperature,"The user-specified temperature (e.g., 17F or 5F) for the above heating capacity retention fraction. Applies to all heat pump types except ground-to-air. Required if the Heating Capacity Retention Fraction is provided.",Double,false,,F,
heat_pump_cooling_capacity,Heat Pump: Cooling Capacity,"The output cooling capacity of the heat pump. If not provided, the OS-HPXML autosized default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#air-to-air-heat-pump'>Air-to-Air Heat Pump</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#mini-split-heat-pump'>Mini-Split Heat Pump</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#packaged-terminal-heat-pump'>Packaged Terminal Heat Pump</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#room-air-conditioner-w-reverse-cycle'>Room Air Conditioner w/ Reverse Cycle</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#ground-to-air-heat-pump'>Ground-to-Air Heat Pump</a>) is used.",Double,false,,Btu/hr,
heat_pump_cooling_autosizing_factor,Heat Pump: Cooling Autosizing Factor,"The capacity scaling factor applied to the auto-sizing methodology. If not provided, 1.0 is used.",Double,false,,,
heat_pump_cooling_autosizing_limit,Heat Pump: Cooling Autosizing Limit,"The maximum capacity limit applied to the auto-sizing methodology. If not provided, no limit is used.",Double,false,,Btu/hr,
heat_pump_fraction_heat_load_served,Heat Pump: Fraction Heat Load Served,The heating load served by the heat pump.,Double,true,,Frac,1
heat_pump_fraction_cool_load_served,Heat Pump: Fraction Cool Load Served,The cooling load served by the heat pump.,Double,true,,Frac,1
heat_pump_compressor_lockout_temp,Heat Pump: Compressor Lockout Temperature,"The temperature below which the heat pump compressor is disabled. If both this and Backup Heating Lockout Temperature are provided and use the same value, it essentially defines a switchover temperature (for, e.g., a dual-fuel heat pump). Applies to all heat pump types other than ground-to-air. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#air-to-air-heat-pump'>Air-to-Air Heat Pump</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#mini-split-heat-pump'>Mini-Split Heat Pump</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#packaged-terminal-heat-pump'>Packaged Terminal Heat Pump</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#room-air-conditioner-w-reverse-cycle'>Room Air Conditioner w/ Reverse Cycle</a>) is used.",Double,false,,F,
heat_pump_backup_type,Heat Pump: Backup Type,"The backup type of the heat pump. If 'integrated', represents e.g. built-in electric strip heat or dual-fuel integrated furnace. If 'separate', represents e.g. electric baseboard or boiler based on the Heating System 2 specified below. Use 'none' if there is no backup heating.",Choice,true,"['none', 'integrated', 'separate']",,integrated
heat_pump_backup_heating_autosizing_factor,Heat Pump: Backup Heating Autosizing Factor,"The capacity scaling factor applied to the auto-sizing methodology if Backup Type is 'integrated'. If not provided, 1.0 is used. If Backup Type is 'separate', use Heating System 2: Heating Autosizing Factor.",Double,false,,,
heat_pump_backup_heating_autosizing_limit,Heat Pump: Backup Heating Autosizing Limit,"The maximum capacity limit applied to the auto-sizing methodology if Backup Type is 'integrated'. If not provided, no limit is used. If Backup Type is 'separate', use Heating System 2: Heating Autosizing Limit.",Double,false,,Btu/hr,
heat_pump_backup_fuel,Heat Pump: Backup Fuel Type,The backup fuel type of the heat pump. Only applies if Backup Type is 'integrated'.,Choice,true,"['electricity', 'natural gas', 'fuel oil', 'propane']",,electricity
heat_pump_backup_heating_efficiency,Heat Pump: Backup Rated Efficiency,The backup rated efficiency value of the heat pump. Percent for electricity fuel type. AFUE otherwise. Only applies if Backup Type is 'integrated'.,Double,true,,,1
heat_pump_backup_heating_capacity,Heat Pump: Backup Heating Capacity,"The backup output heating capacity of the heat pump. If not provided, the OS-HPXML autosized default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#backup'>Backup</a>) is used. Only applies if Backup Type is 'integrated'.",Double,false,,Btu/hr,
heat_pump_backup_heating_lockout_temp,Heat Pump: Backup Heating Lockout Temperature,"The temperature above which the heat pump backup system is disabled. If both this and Compressor Lockout Temperature are provided and use the same value, it essentially defines a switchover temperature (for, e.g., a dual-fuel heat pump). Applies for both Backup Type of 'integrated' and 'separate'. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#backup'>Backup</a>) is used.",Double,false,,F,
heat_pump_sizing_methodology,Heat Pump: Sizing Methodology,"The auto-sizing methodology to use when the heat pump capacity is not provided. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-hvac-sizing-control'>HPXML HVAC Sizing Control</a>) is used.",Choice,false,"['ACCA', 'HERS', 'MaxLoad']",,
heat_pump_backup_sizing_methodology,Heat Pump: Backup Sizing Methodology,"The auto-sizing methodology to use when the heat pump backup capacity is not provided. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-hvac-sizing-control'>HPXML HVAC Sizing Control</a>) is used.",Choice,false,"['emergency', 'supplemental']",,
heat_pump_is_ducted,Heat Pump: Is Ducted,"Whether the heat pump is ducted or not. Only used for mini-split. It's assumed that air-to-air and ground-to-air are ducted, and packaged terminal heat pump and room air conditioner with reverse cycle are not ducted. If not provided, assumes not ducted.",Boolean,false,"['true', 'false']",,
heat_pump_airflow_defect_ratio,Heat Pump: Airflow Defect Ratio,"The airflow defect ratio, defined as (InstalledAirflow - DesignAirflow) / DesignAirflow, of the heat pump per ANSI/RESNET/ACCA Standard 310. A value of zero means no airflow defect. Applies only to air-to-air, ducted mini-split, and ground-to-air. If not provided, assumes no defect.",Double,false,,Frac,
heat_pump_charge_defect_ratio,Heat Pump: Charge Defect Ratio,"The refrigerant charge defect ratio, defined as (InstalledCharge - DesignCharge) / DesignCharge, of the heat pump per ANSI/RESNET/ACCA Standard 310. A value of zero means no refrigerant charge defect. Applies to all heat pump types. If not provided, assumes no defect.",Double,false,,Frac,
heat_pump_crankcase_heater_watts,Heat Pump: Crankcase Heater Power Watts,"Heat Pump crankcase heater power consumption in Watts. Applies only to air-to-air, mini-split, packaged terminal heat pump and room air conditioner with reverse cycle. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#air-to-air-heat-pump'>Air-to-Air Heat Pump</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#mini-split-heat-pump'>Mini-Split Heat Pump</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#packaged-terminal-heat-pump'>Packaged Terminal Heat Pump</a>, <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#room-air-conditioner-w-reverse-cycle'>Room Air Conditioner w/ Reverse Cycle</a>) is used.",Double,false,,W,
hvac_perf_data_capacity_type,HVAC Detailed Performance Data: Capacity Type,"Type of capacity values for detailed performance data if available. Applies only to variable-speed air-source HVAC systems (central air conditioners, mini-split air conditioners, air-to-air heat pumps, and mini-split heat pumps).",Choice,false,"['Absolute capacities', 'Normalized capacity fractions']",Absolute capacities,
hvac_perf_data_heating_outdoor_temperatures,HVAC Detailed Performance Data: Heating Outdoor Temperatures,"Outdoor temperatures of heating detailed performance data if available. Applies only to variable-speed air-source HVAC systems (central air conditioners, mini-split air conditioners, air-to-air heat pumps, and mini-split heat pumps). One of the outdoor temperatures must be 47 F. At least two performance data points are required using a comma-separated list.",String,false,,F,
hvac_perf_data_heating_min_speed_capacities,HVAC Detailed Performance Data: Heating Minimum Speed Capacities,"Minimum speed capacities of heating detailed performance data if available. Applies only to variable-speed air-source HVAC systems (central air conditioners, mini-split air conditioners, air-to-air heat pumps, and mini-split heat pumps). At least two performance data points are required using a comma-separated list.",String,false,,Btu/hr or Frac,
hvac_perf_data_heating_max_speed_capacities,HVAC Detailed Performance Data: Heating Maximum Speed Capacities,"Maximum speed capacities of heating detailed performance data if available. Applies only to variable-speed air-source HVAC systems (central air conditioners, mini-split air conditioners, air-to-air heat pumps, and mini-split heat pumps). At least two performance data points are required using a comma-separated list.",String,false,,Btu/hr or Frac,
hvac_perf_data_heating_min_speed_cops,HVAC Detailed Performance Data: Heating Minimum Speed COPs,"Minimum speed efficiency COP values of heating detailed performance data if available. Applies only to variable-speed air-source HVAC systems (central air conditioners, mini-split air conditioners, air-to-air heat pumps, and mini-split heat pumps). At least two performance data points are required using a comma-separated list.",String,false,,W/W,
hvac_perf_data_heating_max_speed_cops,HVAC Detailed Performance Data: Heating Maximum Speed COPs,"Maximum speed efficiency COP values of heating detailed performance data if available. Applies only to variable-speed air-source HVAC systems (central air conditioners, mini-split air conditioners, air-to-air heat pumps, and mini-split heat pumps). At least two performance data points are required using a comma-separated list.",String,false,,W/W,
hvac_perf_data_cooling_outdoor_temperatures,HVAC Detailed Performance Data: Cooling Outdoor Temperatures,"Outdoor temperatures of cooling detailed performance data if available. Applies only to variable-speed air-source HVAC systems (central air conditioners, mini-split air conditioners, air-to-air heat pumps, and mini-split heat pumps). One of the outdoor temperatures must be 95 F. At least two performance data points are required using a comma-separated list.",String,false,,F,
hvac_perf_data_cooling_min_speed_capacities,HVAC Detailed Performance Data: Cooling Minimum Speed Capacities,"Minimum speed capacities of cooling detailed performance data if available. Applies only to variable-speed air-source HVAC systems (central air conditioners, mini-split air conditioners, air-to-air heat pumps, and mini-split heat pumps). At least two performance data points are required using a comma-separated list.",String,false,,Btu/hr or Frac,
hvac_perf_data_cooling_max_speed_capacities,HVAC Detailed Performance Data: Cooling Maximum Speed Capacities,"Maximum speed capacities of cooling detailed performance data if available. Applies only to variable-speed air-source HVAC systems (central air conditioners, mini-split air conditioners, air-to-air heat pumps, and mini-split heat pumps). At least two performance data points are required using a comma-separated list.",String,false,,Btu/hr or Frac,
